area_code,reference_area,area_type,date_code,gender,age,measure_type,value,units
S12000033,Aberdeen City,Local Authority,2014/2015,Female,Over 40 years,Ratio,24.3,Percent reconvicted
S12000033,Aberdeen City,Local Authority,2013/2014,Female,21-25 years,Ratio,19.6,Percent reconvicted
S12000033,Aberdeen City,Local Authority,2014/2015,Female,All,Ratio,27.1,Percent reconvicted
S12000047,Fife,Local Authority,2013/2014,Female,All,Mean,0.49,Average reconvictions per offender
S12000047,Fife,Local Authority,2016/2017,Female,All,Ratio,20.7,Percent reconvicted
S12000033,Aberdeen City,Local Authority,2013/2014,Female,Over 40 years,Ratio,14.5,Percent reconvicted
S12000047,Fife,Local Authority,2017/2018,Female,Under 21 years,Ratio,26.2,Percent reconvicted
S12000033,Aberdeen City,Local Authority,2012/2013,Female,31-40 years,Ratio,24.5,Percent reconvicted
S12000047,Fife,Local Authority,2012/2013,Female,Over 40 years,Ratio,18.8,Percent reconvicted
S12000033,Aberdeen City,Local Authority,2015/2016,Female,31-40 years,Mean,0.75,Average reconvictions per offender
S12000033,Aberdeen City,Local Authority,2015/2016,Female,26-30 years,Ratio,27.3,Percent reconvicted
S12000033,Aberdeen City,Local Authority,2017/2018,Female,Over 40 years,Mean,0.43,Average reconvictions per offender
S12000033,Aberdeen City,Local Authority,2016/2017,Female,Over 40 years,Ratio,25.8,Percent reconvicted
S12000047,Fife,Local Authority,2014/2015,Female,31-40 years,Ratio,26.7,Percent reconvicted
S12000047,Fife,Local Authority,2017/2018,Female,Over 40 years,Ratio,17.5,Percent reconvicted
S12000033,Aberdeen City,Local Authority,2016/2017,Female,21-25 years,Mean,0.59,Average reconvictions per offender
S12000047,Fife,Local Authority,2016/2017,Female,Under 21 years,Ratio,17.1,Percent reconvicted
S12000033,Aberdeen City,Local Authority,2016/2017,Female,Under 21 years,Ratio,22.7,Percent reconvicted
S12000047,Fife,Local Authority,2015/2016,Female,All,Mean,0.39,Average reconvictions per offender
S12000047,Fife,Local Authority,2012/2013,Female,26-30 years,Mean,0.72,Average reconvictions per offender
S12000047,Fife,Local Authority,2014/2015,Female,Over 40 years,Ratio,16.3,Percent reconvicted
S12000033,Aberdeen City,Local Authority,2016/2017,Female,All,Ratio,31.2,Percent reconvicted
S12000033,Aberdeen City,Local Authority,2015/2016,Female,Under 21 years,Ratio,28.4,Percent reconvicted
S12000033,Aberdeen City,Local Authority,2014/2015,Female,21-25 years,Ratio,20.8,Percent reconvicted
S12000047,Fife,Local Authority,2017/2018,Female,31-40 years,Mean,0.51,Average reconvictions per offender
S12000033,Aberdeen City,Local Authority,2013/2014,Female,All,Ratio,20.4,Percent reconvicted
S12000033,Aberdeen City,Local Authority,2017/2018,Female,Over 40 years,Ratio,19.3,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2013/2014,Female,Under 21 years,Ratio,23.5,Percent reconvicted
S12000030,Stirling,Local Authority,2014/2015,Female,All,Mean,0.51,Average reconvictions per offender
S12000048,Perth and Kinross,Local Authority,2014/2015,Female,Under 21 years,Mean,0.27,Average reconvictions per offender
S12000030,Stirling,Local Authority,2013/2014,Female,All,Mean,0.42,Average reconvictions per offender
S12000030,Stirling,Local Authority,2012/2013,Female,All,Mean,0.78,Average reconvictions per offender
S12000030,Stirling,Local Authority,2012/2013,Female,All,Ratio,29.1,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2015/2016,Female,21-25 years,Mean,0.21,Average reconvictions per offender
S12000030,Stirling,Local Authority,2014/2015,Female,21-25 years,Mean,0.44,Average reconvictions per offender
S12000048,Perth and Kinross,Local Authority,2013/2014,Female,Over 40 years,Mean,0.32,Average reconvictions per offender
S12000048,Perth and Kinross,Local Authority,2014/2015,Female,Over 40 years,Mean,0.13,Average reconvictions per offender
S12000048,Perth and Kinross,Local Authority,2012/2013,Female,Over 40 years,Mean,0.16,Average reconvictions per offender
S12000030,Stirling,Local Authority,2015/2016,Female,All,Mean,0.52,Average reconvictions per offender
S12000030,Stirling,Local Authority,2016/2017,Female,All,Mean,0.45,Average reconvictions per offender
S12000030,Stirling,Local Authority,2013/2014,Female,21-25 years,Mean,0.69,Average reconvictions per offender
S12000030,Stirling,Local Authority,2017/2018,Female,21-25 years,Ratio,16.7,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2016/2017,Female,Under 21 years,Ratio,31.3,Percent reconvicted
S12000030,Stirling,Local Authority,2012/2013,Female,Under 21 years,Mean,1,Average reconvictions per offender
S12000048,Perth and Kinross,Local Authority,2012/2013,Female,31-40 years,Ratio,20.5,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2014/2015,Female,Over 40 years,Ratio,13.3,Percent reconvicted
S12000030,Stirling,Local Authority,2015/2016,Female,Under 21 years,Ratio,50,Percent reconvicted
S12000030,Stirling,Local Authority,2012/2013,Female,21-25 years,Ratio,44.7,Percent reconvicted
S12000030,Stirling,Local Authority,2016/2017,Female,21-25 years,Mean,0.3,Average reconvictions per offender
S12000030,Stirling,Local Authority,2013/2014,Female,21-25 years,Ratio,31.3,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2014/2015,Female,26-30 years,Mean,0.32,Average reconvictions per offender
S12000030,Stirling,Local Authority,2013/2014,Female,Over 40 years,Ratio,13.3,Percent reconvicted
S12000030,Stirling,Local Authority,2014/2015,Female,Over 40 years,Ratio,9.1,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2013/2014,Female,All,Ratio,22.2,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2015/2016,Female,26-30 years,Ratio,14.8,Percent reconvicted
S12000030,Stirling,Local Authority,2012/2013,Female,Over 40 years,Ratio,13.3,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2013/2014,Female,31-40 years,Mean,0.56,Average reconvictions per offender
S12000048,Perth and Kinross,Local Authority,2015/2016,Female,Under 21 years,Ratio,26.1,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2016/2017,Female,21-25 years,Mean,0.15,Average reconvictions per offender
S12000048,Perth and Kinross,Local Authority,2014/2015,Female,All,Ratio,16,Percent reconvicted
S12000030,Stirling,Local Authority,2017/2018,Female,31-40 years,Ratio,17.2,Percent reconvicted
S12000030,Stirling,Local Authority,2015/2016,Female,Over 40 years,Ratio,20.6,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2014/2015,Female,21-25 years,Mean,0.35,Average reconvictions per offender
S12000030,Stirling,Local Authority,2013/2014,Female,All,Ratio,21.3,Percent reconvicted
S12000030,Stirling,Local Authority,2014/2015,Female,21-25 years,Ratio,37.5,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2013/2014,Female,21-25 years,Mean,0.33,Average reconvictions per offender
S12000030,Stirling,Local Authority,2014/2015,Female,All,Ratio,27.6,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2014/2015,Female,21-25 years,Ratio,22.6,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2015/2016,Female,26-30 years,Mean,0.44,Average reconvictions per offender
S12000030,Stirling,Local Authority,2013/2014,Female,26-30 years,Mean,0.39,Average reconvictions per offender
S12000048,Perth and Kinross,Local Authority,2013/2014,Female,Over 40 years,Ratio,12.9,Percent reconvicted
S12000030,Stirling,Local Authority,2015/2016,Female,Under 21 years,Mean,1.5,Average reconvictions per offender
S12000048,Perth and Kinross,Local Authority,2012/2013,Female,Over 40 years,Ratio,16.1,Percent reconvicted
S12000030,Stirling,Local Authority,2017/2018,Female,Over 40 years,Ratio,8,Percent reconvicted
S12000033,Aberdeen City,Local Authority,2016/2017,Female,Under 21 years,Mean,0.36,Average reconvictions per offender
S12000048,Perth and Kinross,Local Authority,2013/2014,Female,All,Mean,0.39,Average reconvictions per offender
S12000033,Aberdeen City,Local Authority,2013/2014,Female,26-30 years,Mean,0.35,Average reconvictions per offender
S12000033,Aberdeen City,Local Authority,2012/2013,Female,Under 21 years,Mean,0.36,Average reconvictions per offender
S12000033,Aberdeen City,Local Authority,2012/2013,Female,31-40 years,Mean,0.4,Average reconvictions per offender
S12000030,Stirling,Local Authority,2012/2013,Female,31-40 years,Ratio,29.5,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2013/2014,Female,21-25 years,Ratio,27.3,Percent reconvicted
S12000030,Stirling,Local Authority,2014/2015,Female,31-40 years,Ratio,33.3,Percent reconvicted
S12000030,Stirling,Local Authority,2017/2018,Female,31-40 years,Mean,0.41,Average reconvictions per offender
S12000030,Stirling,Local Authority,2016/2017,Female,Over 40 years,Ratio,15.2,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2015/2016,Female,Over 40 years,Mean,0.27,Average reconvictions per offender
S12000033,Aberdeen City,Local Authority,2013/2014,Female,21-25 years,Mean,0.37,Average reconvictions per offender
S12000033,Aberdeen City,Local Authority,2017/2018,Female,Under 21 years,Ratio,26.5,Percent reconvicted
S12000033,Aberdeen City,Local Authority,2013/2014,Female,Under 21 years,Mean,0.52,Average reconvictions per offender
S12000048,Perth and Kinross,Local Authority,2017/2018,Female,Under 21 years,Mean,0.17,Average reconvictions per offender
S12000033,Aberdeen City,Local Authority,2013/2014,Female,Over 40 years,Mean,0.28,Average reconvictions per offender
S12000033,Aberdeen City,Local Authority,2014/2015,Female,31-40 years,Ratio,27.9,Percent reconvicted
S12000033,Aberdeen City,Local Authority,2014/2015,Female,26-30 years,Mean,0.65,Average reconvictions per offender
S12000033,Aberdeen City,Local Authority,2017/2018,Female,26-30 years,Ratio,33.3,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2016/2017,Female,21-25 years,Ratio,15.4,Percent reconvicted
S12000033,Aberdeen City,Local Authority,2016/2017,Female,21-25 years,Ratio,29.3,Percent reconvicted
S12000033,Aberdeen City,Local Authority,2017/2018,Female,Under 21 years,Mean,0.47,Average reconvictions per offender
S12000048,Perth and Kinross,Local Authority,2017/2018,Female,Over 40 years,Ratio,14.3,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2017/2018,Female,31-40 years,Mean,0.58,Average reconvictions per offender
S12000048,Perth and Kinross,Local Authority,2014/2015,Female,31-40 years,Ratio,15.1,Percent reconvicted
S12000030,Stirling,Local Authority,2016/2017,Female,21-25 years,Ratio,15,Percent reconvicted
S12000030,Stirling,Local Authority,2017/2018,Female,Under 21 years,Mean,0.23,Average reconvictions per offender
S12000030,Stirling,Local Authority,2013/2014,Female,Under 21 years,Mean,1.21,Average reconvictions per offender
S12000030,Stirling,Local Authority,2015/2016,Female,21-25 years,Ratio,31.3,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2012/2013,Female,All,Mean,0.35,Average reconvictions per offender
S12000030,Stirling,Local Authority,2014/2015,Female,Under 21 years,Ratio,14.3,Percent reconvicted
S12000030,Stirling,Local Authority,2013/2014,Female,Under 21 years,Ratio,35.7,Percent reconvicted
S12000030,Stirling,Local Authority,2017/2018,Female,21-25 years,Mean,0.28,Average reconvictions per offender
S12000030,Stirling,Local Authority,2014/2015,Female,Under 21 years,Mean,0.64,Average reconvictions per offender
S12000048,Perth and Kinross,Local Authority,2017/2018,Female,21-25 years,Mean,0.23,Average reconvictions per offender
S12000030,Stirling,Local Authority,2015/2016,Female,All,Ratio,31.1,Percent reconvicted
S12000030,Stirling,Local Authority,2013/2014,Female,31-40 years,Ratio,13.3,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2015/2016,Female,Under 21 years,Mean,0.43,Average reconvictions per offender
S12000030,Stirling,Local Authority,2016/2017,Female,31-40 years,Ratio,34.5,Percent reconvicted
S12000030,Stirling,Local Authority,2015/2016,Female,31-40 years,Ratio,27,Percent reconvicted
S12000030,Stirling,Local Authority,2015/2016,Female,21-25 years,Mean,0.38,Average reconvictions per offender
S12000048,Perth and Kinross,Local Authority,2015/2016,Female,21-25 years,Ratio,15.8,Percent reconvicted
S12000048,Perth and Kinross,Local Authority,2012/2013,Female,Under 21 years,Mean,0.15,Average reconvictions per offender
S12000030,Stirling,Local Authority,2012/2013,Female,21-25 years,Mean,1.13,Average reconvictions per offender
S12000030,Stirling,Local Authority,2012/2013,Female,Under 21 years,Ratio,27.3,Percent reconvicted
S12000045,East Dunbartonshire,Local Authority,2017/2018,Female,All,Mean,0.41,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2012/2013,Female,26-30 years,Mean,0.48,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2014/2015,Female,Over 40 years,Mean,0.45,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2015/2016,Female,All,Ratio,24.1,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2017/2018,Female,31-40 years,Mean,0.77,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2017/2018,Female,26-30 years,Mean,0.71,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2014/2015,Female,All,Mean,0.51,Average reconvictions per offender
S12000045,East Dunbartonshire,Local Authority,2013/2014,Female,31-40 years,Ratio,23.6,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2014/2015,Female,31-40 years,Mean,0.54,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2013/2014,Female,All,Mean,0.38,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2015/2016,Female,Over 40 years,Mean,0.36,Average reconvictions per offender
S12000045,East Dunbartonshire,Local Authority,2014/2015,Female,All,Ratio,20,Percent reconvicted
S12000035,Argyll and Bute,Local Authority,2015/2016,Female,21-25 years,Ratio,25,Percent reconvicted
S12000045,East Dunbartonshire,Local Authority,2012/2013,Female,Under 21 years,Ratio,28.6,Percent reconvicted
S12000045,East Dunbartonshire,Local Authority,2013/2014,Female,All,Ratio,25.1,Percent reconvicted
S12000045,East Dunbartonshire,Local Authority,2017/2018,Female,21-25 years,Ratio,40,Percent reconvicted
S12000035,Argyll and Bute,Local Authority,2014/2015,Female,Under 21 years,Mean,0.15,Average reconvictions per offender
S12000035,Argyll and Bute,Local Authority,2014/2015,Female,21-25 years,Ratio,27.3,Percent reconvicted
S12000035,Argyll and Bute,Local Authority,2013/2014,Female,All,Ratio,20.2,Percent reconvicted
S12000035,Argyll and Bute,Local Authority,2015/2016,Female,Under 21 years,Mean,0.25,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2016/2017,Female,Over 40 years,Ratio,25.8,Percent reconvicted
S12000035,Argyll and Bute,Local Authority,2017/2018,Female,Over 40 years,Ratio,4.5,Percent reconvicted
S12000045,East Dunbartonshire,Local Authority,2013/2014,Female,Over 40 years,Mean,0.63,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2014/2015,Female,Over 40 years,Ratio,24.3,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2013/2014,Female,Over 40 years,Ratio,14.5,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2015/2016,Female,26-30 years,Mean,0.71,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2012/2013,Female,Over 40 years,Ratio,18.5,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2017/2018,Female,31-40 years,Ratio,37,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2012/2013,Female,31-40 years,Mean,0.4,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2014/2015,Female,All,Ratio,27.1,Percent reconvicted
S12000047,Fife,Local Authority,2012/2013,Female,31-40 years,Ratio,24.6,Percent reconvicted
S12000047,Fife,Local Authority,2017/2018,Female,All,Ratio,23,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2017/2018,Female,Under 21 years,Ratio,26.5,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2012/2013,Female,All,Mean,0.38,Average reconvictions per offender
S12000034,Aberdeenshire,Local Authority,2017/2018,Female,All,Ratio,27.7,Percent reconvicted
S12000047,Fife,Local Authority,2013/2014,Female,21-25 years,Ratio,26.2,Percent reconvicted
S12000047,Fife,Local Authority,2017/2018,Female,26-30 years,Mean,0.46,Average reconvictions per offender
S12000047,Fife,Local Authority,2015/2016,Female,31-40 years,Ratio,27.6,Percent reconvicted
S12000034,Aberdeenshire,Local Authority,2013/2014,Female,Over 40 years,Mean,0.28,Average reconvictions per offender
