FeatureCode,DateCode,Measurement,Units,Value,Gender,Age
S12000048,2013/2014,Ratio,Percent reconvicted,22.2,Female,All
S12000048,2015/2016,Ratio,Percent reconvicted,14.8,Female,26-30 years
S12000030,2012/2013,Ratio,Percent reconvicted,13.3,Female,Over 40 years
S12000048,2013/2014,Mean,Average reconvictions per offender,0.56,Female,31-40 years
S12000048,2015/2016,Ratio,Percent reconvicted,26.1,Female,Under 21 years
S12000048,2016/2017,Mean,Average reconvictions per offender,0.15,Female,21-25 years
S12000048,2014/2015,Ratio,Percent reconvicted,16,Female,All
S12000030,2017/2018,Ratio,Percent reconvicted,17.2,Female,31-40 years
S12000030,2015/2016,Ratio,Percent reconvicted,20.6,Female,Over 40 years
S12000048,2014/2015,Mean,Average reconvictions per offender,0.35,Female,21-25 years
S12000030,2013/2014,Ratio,Percent reconvicted,21.3,Female,All
S12000030,2014/2015,Ratio,Percent reconvicted,37.5,Female,21-25 years
S12000048,2013/2014,Mean,Average reconvictions per offender,0.33,Female,21-25 years
S12000030,2014/2015,Ratio,Percent reconvicted,27.6,Female,All
S12000048,2014/2015,Ratio,Percent reconvicted,22.6,Female,21-25 years
S12000048,2015/2016,Mean,Average reconvictions per offender,0.44,Female,26-30 years
S12000030,2013/2014,Mean,Average reconvictions per offender,0.39,Female,26-30 years
S12000048,2013/2014,Ratio,Percent reconvicted,12.9,Female,Over 40 years
S12000030,2015/2016,Mean,Average reconvictions per offender,1.5,Female,Under 21 years
S12000048,2012/2013,Ratio,Percent reconvicted,16.1,Female,Over 40 years
S12000030,2017/2018,Ratio,Percent reconvicted,8,Female,Over 40 years
S12000033,2016/2017,Mean,Average reconvictions per offender,0.36,Female,Under 21 years
S12000048,2013/2014,Mean,Average reconvictions per offender,0.39,Female,All
S12000033,2013/2014,Mean,Average reconvictions per offender,0.35,Female,26-30 years
S12000033,2012/2013,Mean,Average reconvictions per offender,0.36,Female,Under 21 years
S12000033,2012/2013,Mean,Average reconvictions per offender,0.4,Female,31-40 years
S12000030,2012/2013,Ratio,Percent reconvicted,29.5,Female,31-40 years
S12000048,2013/2014,Ratio,Percent reconvicted,27.3,Female,21-25 years
S12000030,2014/2015,Ratio,Percent reconvicted,33.3,Female,31-40 years
S12000030,2017/2018,Mean,Average reconvictions per offender,0.41,Female,31-40 years
S12000030,2016/2017,Ratio,Percent reconvicted,15.2,Female,Over 40 years
S12000048,2015/2016,Mean,Average reconvictions per offender,0.27,Female,Over 40 years
S12000033,2013/2014,Mean,Average reconvictions per offender,0.37,Female,21-25 years
S12000033,2017/2018,Ratio,Percent reconvicted,26.5,Female,Under 21 years
S12000033,2013/2014,Mean,Average reconvictions per offender,0.52,Female,Under 21 years
S12000048,2017/2018,Mean,Average reconvictions per offender,0.17,Female,Under 21 years
S12000033,2013/2014,Mean,Average reconvictions per offender,0.28,Female,Over 40 years
S12000033,2014/2015,Ratio,Percent reconvicted,27.9,Female,31-40 years
S12000033,2014/2015,Mean,Average reconvictions per offender,0.65,Female,26-30 years
S12000033,2017/2018,Ratio,Percent reconvicted,33.3,Female,26-30 years
S12000048,2016/2017,Ratio,Percent reconvicted,15.4,Female,21-25 years
S12000033,2016/2017,Ratio,Percent reconvicted,29.3,Female,21-25 years
S12000033,2017/2018,Mean,Average reconvictions per offender,0.47,Female,Under 21 years
S12000048,2017/2018,Ratio,Percent reconvicted,14.3,Female,Over 40 years
S12000048,2017/2018,Mean,Average reconvictions per offender,0.58,Female,31-40 years
S12000048,2014/2015,Ratio,Percent reconvicted,15.1,Female,31-40 years
S12000030,2016/2017,Ratio,Percent reconvicted,15,Female,21-25 years
S12000030,2017/2018,Mean,Average reconvictions per offender,0.23,Female,Under 21 years
S12000030,2013/2014,Mean,Average reconvictions per offender,1.21,Female,Under 21 years
S12000030,2015/2016,Ratio,Percent reconvicted,31.3,Female,21-25 years
S12000048,2012/2013,Mean,Average reconvictions per offender,0.35,Female,All
S12000030,2014/2015,Ratio,Percent reconvicted,14.3,Female,Under 21 years
S12000030,2013/2014,Ratio,Percent reconvicted,35.7,Female,Under 21 years
S12000030,2017/2018,Mean,Average reconvictions per offender,0.28,Female,21-25 years
S12000030,2014/2015,Mean,Average reconvictions per offender,0.64,Female,Under 21 years
S12000048,2017/2018,Mean,Average reconvictions per offender,0.23,Female,21-25 years
S12000030,2015/2016,Ratio,Percent reconvicted,31.1,Female,All
S12000030,2013/2014,Ratio,Percent reconvicted,13.3,Female,31-40 years
S12000048,2015/2016,Mean,Average reconvictions per offender,0.43,Female,Under 21 years
S12000030,2016/2017,Ratio,Percent reconvicted,34.5,Female,31-40 years
S12000030,2015/2016,Ratio,Percent reconvicted,27,Female,31-40 years
S12000030,2015/2016,Mean,Average reconvictions per offender,0.38,Female,21-25 years
S12000048,2015/2016,Ratio,Percent reconvicted,15.8,Female,21-25 years
S12000048,2012/2013,Mean,Average reconvictions per offender,0.15,Female,Under 21 years
S12000030,2012/2013,Mean,Average reconvictions per offender,1.13,Female,21-25 years
S12000030,2012/2013,Ratio,Percent reconvicted,27.3,Female,Under 21 years
S12000045,2017/2018,Mean,Average reconvictions per offender,0.41,Female,All
S12000034,2012/2013,Mean,Average reconvictions per offender,0.48,Female,26-30 years
S12000034,2014/2015,Mean,Average reconvictions per offender,0.45,Female,Over 40 years
S12000034,2015/2016,Ratio,Percent reconvicted,24.1,Female,All
S12000034,2017/2018,Mean,Average reconvictions per offender,0.77,Female,31-40 years
S12000034,2017/2018,Mean,Average reconvictions per offender,0.71,Female,26-30 years
S12000034,2014/2015,Mean,Average reconvictions per offender,0.51,Female,All
S12000045,2013/2014,Ratio,Percent reconvicted,23.6,Female,31-40 years
S12000034,2014/2015,Mean,Average reconvictions per offender,0.54,Female,31-40 years
S12000034,2013/2014,Mean,Average reconvictions per offender,0.38,Female,All
S12000034,2015/2016,Mean,Average reconvictions per offender,0.36,Female,Over 40 years
S12000045,2014/2015,Ratio,Percent reconvicted,20,Female,All
S12000035,2015/2016,Ratio,Percent reconvicted,25,Female,21-25 years
S12000045,2012/2013,Ratio,Percent reconvicted,28.6,Female,Under 21 years
S12000045,2013/2014,Ratio,Percent reconvicted,25.1,Female,All
S12000045,2017/2018,Ratio,Percent reconvicted,40,Female,21-25 years
S12000035,2014/2015,Mean,Average reconvictions per offender,0.15,Female,Under 21 years
S12000035,2014/2015,Ratio,Percent reconvicted,27.3,Female,21-25 years
S12000035,2013/2014,Ratio,Percent reconvicted,20.2,Female,All
S12000035,2015/2016,Mean,Average reconvictions per offender,0.25,Female,Under 21 years
S12000034,2016/2017,Ratio,Percent reconvicted,25.8,Female,Over 40 years
S12000035,2017/2018,Ratio,Percent reconvicted,4.5,Female,Over 40 years
S12000045,2013/2014,Mean,Average reconvictions per offender,0.63,Female,Over 40 years
S12000034,2014/2015,Ratio,Percent reconvicted,24.3,Female,Over 40 years
S12000034,2013/2014,Ratio,Percent reconvicted,14.5,Female,Over 40 years
S12000034,2015/2016,Mean,Average reconvictions per offender,0.71,Female,26-30 years
S12000034,2012/2013,Ratio,Percent reconvicted,18.5,Female,Over 40 years
S12000034,2017/2018,Ratio,Percent reconvicted,37,Female,31-40 years
S12000034,2012/2013,Mean,Average reconvictions per offender,0.4,Female,31-40 years
S12000034,2014/2015,Ratio,Percent reconvicted,27.1,Female,All
S12000047,2012/2013,Ratio,Percent reconvicted,24.6,Female,31-40 years
S12000047,2017/2018,Ratio,Percent reconvicted,23,Female,All
S12000034,2017/2018,Ratio,Percent reconvicted,26.5,Female,Under 21 years
S12000034,2012/2013,Mean,Average reconvictions per offender,0.38,Female,All
S12000034,2017/2018,Ratio,Percent reconvicted,27.7,Female,All
S12000047,2013/2014,Ratio,Percent reconvicted,26.2,Female,21-25 years
S12000047,2017/2018,Mean,Average reconvictions per offender,0.46,Female,26-30 years
S12000047,2015/2016,Ratio,Percent reconvicted,27.6,Female,31-40 years
S12000034,2013/2014,Mean,Average reconvictions per offender,0.28,Female,Over 40 years
S12000034,2016/2017,Ratio,Percent reconvicted,31.2,Female,All
S12000034,2016/2017,Ratio,Percent reconvicted,34.8,Female,31-40 years
S12000034,2015/2016,Ratio,Percent reconvicted,18,Female,Over 40 years
S12000034,2015/2016,Mean,Average reconvictions per offender,0.75,Female,31-40 years
S12000047,2013/2014,Mean,Average reconvictions per offender,0.49,Female,21-25 years
S12000034,2017/2018,Ratio,Percent reconvicted,19.3,Female,Over 40 years
S12000034,2013/2014,Mean,Average reconvictions per offender,0.44,Female,31-40 years
S12000035,2012/2013,Mean,Average reconvictions per offender,0.08,Female,26-30 years
S12000045,2014/2015,Mean,Average reconvictions per offender,0.4,Female,Over 40 years
S12000035,2012/2013,Ratio,Percent reconvicted,22.8,Female,All
S12000045,2014/2015,Ratio,Percent reconvicted,11.4,Female,26-30 years
S12000035,2013/2014,Ratio,Percent reconvicted,20.8,Female,Over 40 years
S12000045,2013/2014,Ratio,Percent reconvicted,26.1,Female,21-25 years
S12000035,2015/2016,Ratio,Percent reconvicted,25,Female,Under 21 years
S12000035,2017/2018,Mean,Average reconvictions per offender,0.09,Female,26-30 years
S12000035,2013/2014,Mean,Average reconvictions per offender,0.3,Female,All
S12000045,2016/2017,Mean,Average reconvictions per offender,0.64,Female,21-25 years
S12000035,2012/2013,Mean,Average reconvictions per offender,0.32,Female,All
S12000045,2013/2014,Ratio,Percent reconvicted,15.8,Female,Under 21 years
S12000035,2015/2016,Ratio,Percent reconvicted,15.9,Female,All
S12000035,2012/2013,Ratio,Percent reconvicted,18.2,Female,31-40 years
S12000045,2012/2013,Ratio,Percent reconvicted,30.4,Female,21-25 years
S12000045,2015/2016,Ratio,Percent reconvicted,26.9,Female,26-30 years
S12000045,2012/2013,Ratio,Percent reconvicted,18.9,Female,Over 40 years
S12000035,2016/2017,Mean,Average reconvictions per offender,0.25,Female,21-25 years
S12000045,2015/2016,Mean,Average reconvictions per offender,0.38,Female,26-30 years
S12000045,2014/2015,Mean,Average reconvictions per offender,0.26,Female,26-30 years
S12000045,2012/2013,Mean,Average reconvictions per offender,0.42,Female,All
S12000035,2014/2015,Ratio,Percent reconvicted,17.1,Female,All
S12000035,2015/2016,Mean,Average reconvictions per offender,0.08,Female,31-40 years
S12000035,2013/2014,Ratio,Percent reconvicted,16.7,Female,21-25 years
S12000045,2014/2015,Mean,Average reconvictions per offender,0.39,Female,All
S12000045,2016/2017,Ratio,Percent reconvicted,45.5,Female,21-25 years
S12000045,2013/2014,Mean,Average reconvictions per offender,0.35,Female,21-25 years
S12000045,2014/2015,Ratio,Percent reconvicted,23.1,Female,Under 21 years
S12000035,2012/2013,Ratio,Percent reconvicted,20,Female,21-25 years
S12000045,2015/2016,Mean,Average reconvictions per offender,0.19,Female,Over 40 years
S12000035,2017/2018,Mean,Average reconvictions per offender,0.25,Female,21-25 years
S12000045,2012/2013,Mean,Average reconvictions per offender,0.3,Female,Over 40 years
S12000035,2014/2015,Mean,Average reconvictions per offender,0.27,Female,21-25 years
S12000035,2013/2014,Ratio,Percent reconvicted,37.5,Female,26-30 years
S12000045,2015/2016,Mean,Average reconvictions per offender,0.41,Female,21-25 years
S12000045,2012/2013,Ratio,Percent reconvicted,30.2,Female,31-40 years
S12000045,2016/2017,Mean,Average reconvictions per offender,0.5,Female,Over 40 years
S12000035,2012/2013,Mean,Average reconvictions per offender,0.47,Female,Over 40 years
S12000035,2012/2013,Ratio,Percent reconvicted,8.3,Female,26-30 years
S12000035,2014/2015,Mean,Average reconvictions per offender,0.22,Female,All
S12000045,2012/2013,Mean,Average reconvictions per offender,0.74,Female,21-25 years
S12000035,2017/2018,Ratio,Percent reconvicted,13.1,Female,All
S12000045,2015/2016,Ratio,Percent reconvicted,23.1,Female,Under 21 years
S12000045,2013/2014,Mean,Average reconvictions per offender,0.46,Female,All
S12000035,2015/2016,Mean,Average reconvictions per offender,0.17,Female,All
S12000035,2015/2016,Ratio,Percent reconvicted,16,Female,Over 40 years
S12000034,2013/2014,Ratio,Percent reconvicted,22,Female,31-40 years
S12000034,2014/2015,Ratio,Percent reconvicted,27.9,Female,31-40 years
S12000047,2016/2017,Ratio,Percent reconvicted,18.4,Female,Over 40 years
S12000034,2016/2017,Ratio,Percent reconvicted,41.6,Female,26-30 years
S12000034,2014/2015,Mean,Average reconvictions per offender,0.65,Female,26-30 years
S12000047,2014/2015,Mean,Average reconvictions per offender,0.51,Female,31-40 years
S12000047,2017/2018,Mean,Average reconvictions per offender,0.42,Female,21-25 years
S12000047,2017/2018,Ratio,Percent reconvicted,23.8,Female,31-40 years
S12000047,2014/2015,Ratio,Percent reconvicted,31.7,Female,Under 21 years
S12000047,2016/2017,Mean,Average reconvictions per offender,0.33,Female,All
S12000034,2014/2015,Ratio,Percent reconvicted,33.3,Female,26-30 years
S12000047,2015/2016,Mean,Average reconvictions per offender,0.23,Female,21-25 years
S12000047,2013/2014,Mean,Average reconvictions per offender,0.22,Female,Under 21 years
S12000047,2013/2014,Ratio,Percent reconvicted,24.3,Female,All
S12000047,2014/2015,Mean,Average reconvictions per offender,0.34,Female,21-25 years
S12000034,2013/2014,Mean,Average reconvictions per offender,0.35,Female,26-30 years
S12000034,2016/2017,Mean,Average reconvictions per offender,0.97,Female,31-40 years
S12000047,2015/2016,Ratio,Percent reconvicted,21.7,Female,All
S12000047,2013/2014,Mean,Average reconvictions per offender,0.41,Female,Over 40 years
S12000034,2013/2014,Ratio,Percent reconvicted,19.6,Female,21-25 years
S12000047,2013/2014,Mean,Average reconvictions per offender,0.6,Female,31-40 years
S12000034,2015/2016,Ratio,Percent reconvicted,18,Female,21-25 years
S12000047,2013/2014,Ratio,Percent reconvicted,20,Female,Over 40 years
S12000047,2016/2017,Ratio,Percent reconvicted,23.1,Female,26-30 years
S12000034,2015/2016,Mean,Average reconvictions per offender,0.44,Female,Under 21 years
S12000034,2014/2015,Ratio,Percent reconvicted,20.8,Female,21-25 years
S12000034,2012/2013,Ratio,Percent reconvicted,18.1,Female,21-25 years
S12000034,2017/2018,Mean,Average reconvictions per offender,0.59,Female,All
S12000034,2015/2016,Mean,Average reconvictions per offender,0.36,Female,21-25 years
S12000033,2015/2016,Mean,Average reconvictions per offender,0.44,Female,Under 21 years
S12000033,2014/2015,Mean,Average reconvictions per offender,0.37,Female,21-25 years
S12000033,2013/2014,Ratio,Percent reconvicted,22,Female,31-40 years
S12000047,2016/2017,Mean,Average reconvictions per offender,0.37,Female,26-30 years
S12000047,2017/2018,Ratio,Percent reconvicted,23.1,Female,26-30 years
S12000033,2017/2018,Mean,Average reconvictions per offender,0.77,Female,31-40 years
S12000047,2016/2017,Mean,Average reconvictions per offender,0.4,Female,31-40 years
S12000034,2012/2013,Ratio,Percent reconvicted,28.5,Female,26-30 years
S12000034,2013/2014,Ratio,Percent reconvicted,23.4,Female,26-30 years
S12000047,2015/2016,Ratio,Percent reconvicted,16.9,Female,21-25 years
S12000034,2016/2017,Mean,Average reconvictions per offender,0.59,Female,21-25 years
S12000034,2015/2016,Ratio,Percent reconvicted,27.3,Female,26-30 years
S12000047,2015/2016,Ratio,Percent reconvicted,11.8,Female,Under 21 years
S12000034,2016/2017,Mean,Average reconvictions per offender,0.74,Female,All
S12000034,2017/2018,Mean,Average reconvictions per offender,0.44,Female,21-25 years
S12000034,2016/2017,Ratio,Percent reconvicted,22.7,Female,Under 21 years
S12000034,2016/2017,Mean,Average reconvictions per offender,0.52,Female,Over 40 years
S12000034,2012/2013,Mean,Average reconvictions per offender,0.36,Female,Under 21 years
S12000047,2012/2013,Ratio,Percent reconvicted,24.2,Female,Under 21 years
S12000034,2013/2014,Mean,Average reconvictions per offender,0.52,Female,Under 21 years
S12000034,2015/2016,Mean,Average reconvictions per offender,0.53,Female,All
S12000047,2015/2016,Mean,Average reconvictions per offender,0.47,Female,31-40 years
S12000034,2012/2013,Mean,Average reconvictions per offender,0.35,Female,Over 40 years
S12000034,2012/2013,Ratio,Percent reconvicted,24.5,Female,31-40 years
S12000034,2014/2015,Mean,Average reconvictions per offender,0.58,Female,Under 21 years
S12000034,2017/2018,Mean,Average reconvictions per offender,0.47,Female,Under 21 years
S12000047,2013/2014,Ratio,Percent reconvicted,16.9,Female,Under 21 years
S12000047,2016/2017,Ratio,Percent reconvicted,17.9,Female,21-25 years
S12000034,2013/2014,Ratio,Percent reconvicted,20.4,Female,All
S12000034,2013/2014,Ratio,Percent reconvicted,26.8,Female,Under 21 years
S12000047,2012/2013,Ratio,Percent reconvicted,29.2,Female,26-30 years
S12000034,2014/2015,Ratio,Percent reconvicted,31.6,Female,Under 21 years
S12000047,2014/2015,Ratio,Percent reconvicted,22.1,Female,All
S12000034,2017/2018,Ratio,Percent reconvicted,33.3,Female,26-30 years
S12000034,2016/2017,Mean,Average reconvictions per offender,1.08,Female,26-30 years
S12000047,2015/2016,Mean,Average reconvictions per offender,0.4,Female,Over 40 years
S12000047,2013/2014,Ratio,Percent reconvicted,28.4,Female,26-30 years
S12000047,2016/2017,Mean,Average reconvictions per offender,0.29,Female,Over 40 years
