FeatureCode,DateCode,Measurement,Units,Value,Indicator (travel to work)
S12000027,2013,Ratio,Percent Of Journeys,6.7,% Bus Journeys To Work
S12000027,2005,Ratio,Percent Of Journeys,3.7,% Bus Journeys To Work
S12000027,2017,Ratio,Percent Of Journeys,4.2,% Walking Journeys To Work
S12000027,2012,Ratio,Percent Of Journeys,28.4,% Commuting Journeys
S12000027,2016,Ratio,Percent Of Journeys,3.8,% Bus Journeys To Work
S12000027,2018,Ratio,Percent Of Journeys,1,% Health Journeys
S12000027,2001,Ratio,Percent Of Journeys,3.6,% Bus Journeys To Work
S12000027,2019,Ratio,Percent Of Journeys,4,% Business Journeys
S12000027,2003,Ratio,Percent Of Journeys,2.9,% Bus Journeys To Work
S12000027,2003,Ratio,Percent Of Journeys,2.2,% Health Journeys
S12000027,2018,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000027,2005,Ratio,Percent Of Journeys,2,% Health Journeys
S12000027,2007,Ratio,Percent Of Journeys,1.5,% Bus Journeys To Work
S12000027,2012,Ratio,Percent Of Journeys,0.5,% Cycling Journeys To Work
S12000027,2001,Ratio,Percent Of Journeys,1.5,% Health Journeys
S12000027,2001,Ratio,Percent Of Journeys,17.2,% Shopping Journeys
S12000027,1999,Ratio,Percent Of Journeys,2,% Health Journeys
S12000027,2007,Ratio,Percent Of Journeys,19.2,% Shopping Journeys
S12000027,2005,Ratio,Percent Of Journeys,28,% Commuting Journeys
S12000027,2009,Ratio,Percent Of Journeys,12.8,% Shopping Journeys
S12000027,1999,Ratio,Percent Of Journeys,3.9,% Bus Journeys To Work
S12000027,1999,Ratio,Percent Of Journeys,17.9,% Shopping Journeys
S12000027,2015,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000027,2001,Ratio,Percent Of Journeys,0.2,% Cycling Journeys To Work
S12000027,2014,Ratio,Percent Of Journeys,8.3,% Bus Journeys To Work
S12000027,2019,Ratio,Percent Of Journeys,9,% Bus Journeys To Work
S12000027,2017,Ratio,Percent Of Journeys,2.3,% Education Journeys
S12000027,2009,Ratio,Percent Of Journeys,0.3,% Cycling Journeys To Work
S12000027,2007,Ratio,Percent Of Journeys,0.5,% Cycling Journeys To Work
S12000027,2019,Ratio,Percent Of Journeys,1,% Health Journeys
S12000027,2014,Ratio,Percent Of Journeys,21.3,% Commuting Journeys
S12000027,2005,Ratio,Percent Of Journeys,1.4,% Cycling Journeys To Work
S12000027,2003,Ratio,Percent Of Journeys,0.2,% Cycling Journeys To Work
S12000027,2016,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000027,2017,Ratio,Percent Of Journeys,5.3,% Bus Journeys To Work
S12000027,2015,Ratio,Percent Of Journeys,21.4,% Commuting Journeys
S12000027,2012,Ratio,Percent Of Journeys,15.2,% Shopping Journeys
S12000027,2017,Ratio,Percent Of Journeys,3.1,% Health Journeys
S12000027,2019,Ratio,Percent Of Journeys,58,% Child Journeys To School By Walking/Cycling
S12000027,2005,Ratio,Percent Of Journeys,22,% Shopping Journeys
S12000027,2017,Ratio,Percent Of Journeys,30.7,% Child Journeys To School By Walking/Cycling
S12000027,2016,Ratio,Percent Of Journeys,18.6,% Shopping Journeys
S12000027,2018,Ratio,Percent Of Journeys,3,% Education Journeys
S12000027,2018,Ratio,Percent Of Journeys,7,% Business Journeys
S12000027,2015,Ratio,Percent Of Journeys,2.5,% Bus Journeys To Work
S12000027,2018,Ratio,Percent Of Journeys,3,% Bus Journeys To Work
S12000027,2007,Ratio,Percent Of Journeys,27.6,% Commuting Journeys
S12000027,2012,Ratio,Percent Of Journeys,3.1,% Business Journeys
S12000027,2009,Ratio,Percent Of Journeys,3.4,% Business Journeys
S12000027,2007,Ratio,Percent Of Journeys,0.7,% Train Journeys To Work
S12000027,2009,Ratio,Percent Of Journeys,12.5,% Walking Journeys To Work
S12000027,2016,Ratio,Percent Of Journeys,2.6,% Business Journeys
S12000027,2005,Ratio,Percent Of Journeys,8,% Business Journeys
S12000027,2007,Ratio,Percent Of Journeys,3.1,% Business Journeys
S12000027,2012,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000027,2018,Ratio,Percent Of Journeys,1,% Cycling Journeys To Work
S12000027,2009,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000027,2007,Ratio,Percent Of Journeys,26.3,% Child Journeys To School By Walking/Cycling
S12000027,2018,Ratio,Percent Of Journeys,17,% Shopping Journeys
S12000027,2001,Ratio,Percent Of Journeys,25.4,% Commuting Journeys
S12000027,2013,Ratio,Percent Of Journeys,32.4,% Commuting Journeys
S12000027,2001,Ratio,Percent Of Journeys,33.5,% Child Journeys To School By Walking/Cycling
S12000027,2003,Ratio,Percent Of Journeys,0.8,% Education Journeys
S12000027,2005,Ratio,Percent Of Journeys,1,% Education Journeys
S12000027,2003,Ratio,Percent Of Journeys,30.6,% Commuting Journeys
S12000027,2003,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000027,2005,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000027,2016,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000027,2001,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000027,1999,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000027,2015,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000027,2017,Ratio,Percent Of Journeys,1,% Cycling Journeys To Work
S12000027,2007,Ratio,Percent Of Journeys,9.3,% Walking Journeys To Work
S12000027,2005,Ratio,Percent Of Journeys,12.6,% Walking Journeys To Work
S12000027,2014,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000027,2013,Ratio,Percent Of Journeys,1,% Education Journeys
S12000027,2003,Ratio,Percent Of Journeys,16.7,% Walking Journeys To Work
S12000027,2017,Ratio,Percent Of Journeys,20.6,% Commuting Journeys
S12000027,2012,Ratio,Percent Of Journeys,9.7,% Walking Journeys To Work
S12000027,2001,Ratio,Percent Of Journeys,7.6,% Business Journeys
S12000027,2016,Ratio,Percent Of Journeys,22.6,% Child Journeys To School By Walking/Cycling
S12000027,2001,Ratio,Percent Of Journeys,13.6,% Walking Journeys To Work
S12000027,1999,Ratio,Percent Of Journeys,15.7,% Walking Journeys To Work
S12000027,2017,Ratio,Percent Of Journeys,19.9,% Shopping Journeys
S12000027,2019,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000027,2016,Ratio,Percent Of Journeys,1.4,% Education Journeys
S12000027,2015,Ratio,Percent Of Journeys,5.6,% Business Journeys
S12000027,2018,Ratio,Percent Of Journeys,19,% Commuting Journeys
S12000027,2018,Ratio,Percent Of Journeys,12,% Walking Journeys To Work
S12000027,1999,Ratio,Percent Of Journeys,10.7,% Business Journeys
S12000027,2005,Ratio,Percent Of Journeys,23.1,% Child Journeys To School By Walking/Cycling
S12000027,2003,Ratio,Percent Of Journeys,8.5,% Business Journeys
S12000027,2013,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000027,2015,Ratio,Percent Of Journeys,3.4,% Education Journeys
S12000027,2014,Ratio,Percent Of Journeys,7,% Education Journeys
S12000027,2015,Ratio,Percent Of Journeys,1.9,% Health Journeys
S12000027,2019,Ratio,Percent Of Journeys,12,% Walking Journeys To Work
S12000027,2014,Ratio,Percent Of Journeys,1.7,% Health Journeys
S12000027,2016,Ratio,Percent Of Journeys,2.6,% Health Journeys
S12000027,2013,Ratio,Percent Of Journeys,2.6,% Health Journeys
S12000027,2012,Ratio,Percent Of Journeys,1.4,% Health Journeys
S12000027,2019,Ratio,Percent Of Journeys,3,% Education Journeys
S12000027,2009,Ratio,Percent Of Journeys,27.8,% Child Journeys To School By Walking/Cycling
S12000027,2016,Ratio,Percent Of Journeys,8.8,% Walking Journeys To Work
S12000027,2012,Ratio,Percent Of Journeys,30.7,% Child Journeys To School By Walking/Cycling
S12000027,2015,Ratio,Percent Of Journeys,16,% Shopping Journeys
S12000027,2013,Ratio,Percent Of Journeys,24.5,% Child Journeys To School By Walking/Cycling
S12000027,2019,Ratio,Percent Of Journeys,19,% Shopping Journeys
S12000027,2014,Ratio,Percent Of Journeys,0.3,% Cycling Journeys To Work
S12000027,2017,Ratio,Percent Of Journeys,5.5,% Business Journeys
S12000027,1999,Ratio,Percent Of Journeys,0.5,% Cycling Journeys To Work
S12000027,2017,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000027,2013,Ratio,Percent Of Journeys,0.4,% Cycling Journeys To Work
S12000027,2007,Ratio,Percent Of Journeys,2.3,% Health Journeys
S12000027,2019,Ratio,Percent Of Journeys,29,% Commuting Journeys
S12000027,2009,Ratio,Percent Of Journeys,2.9,% Health Journeys
S12000027,2013,Ratio,Percent Of Journeys,20.2,% Shopping Journeys
S12000027,2016,Ratio,Percent Of Journeys,18.3,% Commuting Journeys
S12000027,2009,Ratio,Percent Of Journeys,2.7,% Education Journeys
S12000027,1999,Ratio,Percent Of Journeys,26,% Commuting Journeys
S12000027,2003,Ratio,Percent Of Journeys,17.8,% Shopping Journeys
S12000027,2015,Ratio,Percent Of Journeys,12.3,% Walking Journeys To Work
S12000027,2014,Ratio,Percent Of Journeys,13.4,% Walking Journeys To Work
S12000027,2009,Ratio,Percent Of Journeys,30.6,% Commuting Journeys
S12000027,2013,Ratio,Percent Of Journeys,12.6,% Walking Journeys To Work
S12000027,2014,Ratio,Percent Of Journeys,3.8,% Business Journeys
S12000027,1999,Ratio,Percent Of Journeys,19.9,% Child Journeys To School By Walking/Cycling
S12000027,2013,Ratio,Percent Of Journeys,1.6,% Business Journeys
S12000027,2007,Ratio,Percent Of Journeys,1.7,% Education Journeys
S12000027,2014,Ratio,Percent Of Journeys,15.9,% Shopping Journeys
S12000027,2014,Ratio,Percent Of Journeys,27.2,% Child Journeys To School By Walking/Cycling
S12000027,2015,Ratio,Percent Of Journeys,22.1,% Child Journeys To School By Walking/Cycling
S12000027,1999,Ratio,Percent Of Journeys,2.1,% Education Journeys
S12000027,2001,Ratio,Percent Of Journeys,1.4,% Education Journeys
S12000027,2012,Ratio,Percent Of Journeys,3.6,% Education Journeys
S12000027,2003,Ratio,Percent Of Journeys,25.6,% Child Journeys To School By Walking/Cycling
S12000028,2015,Ratio,Percent Of Journeys,26.4,% Commuting Journeys
S12000028,2016,Ratio,Percent Of Journeys,19.1,% Commuting Journeys
S12000028,2005,Ratio,Percent Of Journeys,20,% Commuting Journeys
S12000028,2012,Ratio,Percent Of Journeys,22.4,% Commuting Journeys
S12000028,2013,Ratio,Percent Of Journeys,3.9,% Cycling Journeys To Work
S12000028,2012,Ratio,Percent Of Journeys,1.3,% Cycling Journeys To Work
S12000028,2009,Ratio,Percent Of Journeys,20.1,% Commuting Journeys
S12000028,1999,Ratio,Percent Of Journeys,20.2,% Commuting Journeys
S12000028,2001,Ratio,Percent Of Journeys,19.3,% Commuting Journeys
S12000028,2016,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000028,2007,Ratio,Percent Of Journeys,19.2,% Commuting Journeys
S12000028,2019,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000028,2014,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000028,2003,Ratio,Percent Of Journeys,21.1,% Commuting Journeys
S12000028,2013,Ratio,Percent Of Journeys,14.6,% Walking Journeys To Work
S12000028,2015,Ratio,Percent Of Journeys,16.1,% Walking Journeys To Work
S12000028,2016,Ratio,Percent Of Journeys,7.7,% Walking Journeys To Work
S12000028,2019,Ratio,Percent Of Journeys,35,% Commuting Journeys
S12000028,2017,Ratio,Percent Of Journeys,13.8,% Walking Journeys To Work
S12000028,2007,Ratio,Percent Of Journeys,7.5,% Walking Journeys To Work
S12000028,2018,Ratio,Percent Of Journeys,16,% Commuting Journeys
S12000028,2014,Ratio,Percent Of Journeys,14.8,% Walking Journeys To Work
S12000028,2009,Ratio,Percent Of Journeys,11.5,% Walking Journeys To Work
S12000028,2003,Ratio,Percent Of Journeys,3.4,% Health Journeys
S12000028,2015,Ratio,Percent Of Journeys,3.4,% Health Journeys
S12000028,2014,Ratio,Percent Of Journeys,2.6,% Business Journeys
S12000028,2012,Ratio,Percent Of Journeys,3.9,% Health Journeys
S12000028,2013,Ratio,Percent Of Journeys,3,% Health Journeys
S12000028,2017,Ratio,Percent Of Journeys,2.8,% Health Journeys
S12000028,2018,Ratio,Percent Of Journeys,4,% Health Journeys
S12000028,2019,Ratio,Percent Of Journeys,1,% Business Journeys
S12000028,2019,Ratio,Percent Of Journeys,1,% Health Journeys
S12000028,2018,Ratio,Percent Of Journeys,4,% Walking Journeys To Work
S12000028,2009,Ratio,Percent Of Journeys,49.4,% Child Journeys To School By Walking/Cycling
S12000028,2014,Ratio,Percent Of Journeys,56.8,% Child Journeys To School By Walking/Cycling
S12000028,2003,Ratio,Percent Of Journeys,51.4,% Child Journeys To School By Walking/Cycling
S12000028,2001,Ratio,Percent Of Journeys,51.3,% Child Journeys To School By Walking/Cycling
S12000028,2012,Ratio,Percent Of Journeys,50.6,% Child Journeys To School By Walking/Cycling
S12000028,2013,Ratio,Percent Of Journeys,59.9,% Child Journeys To School By Walking/Cycling
S12000028,2005,Ratio,Percent Of Journeys,52.2,% Child Journeys To School By Walking/Cycling
S12000028,2007,Ratio,Percent Of Journeys,50.8,% Child Journeys To School By Walking/Cycling
S12000028,2012,Ratio,Percent Of Journeys,9.2,% Walking Journeys To Work
S12000028,2017,Ratio,Percent Of Journeys,4.8,% Business Journeys
S12000028,2003,Ratio,Percent Of Journeys,12.9,% Walking Journeys To Work
S12000028,2005,Ratio,Percent Of Journeys,10.3,% Walking Journeys To Work
S12000028,2018,Ratio,Percent Of Journeys,4,% Business Journeys
S12000028,2015,Ratio,Percent Of Journeys,37.2,% Child Journeys To School By Walking/Cycling
S12000028,1999,Ratio,Percent Of Journeys,9.2,% Walking Journeys To Work
S12000028,2001,Ratio,Percent Of Journeys,12.5,% Walking Journeys To Work
S12000028,2012,Ratio,Percent Of Journeys,5,% Bus Journeys To Work
S12000028,2017,Ratio,Percent Of Journeys,25,% Shopping Journeys
S12000028,2009,Ratio,Percent Of Journeys,9.6,% Bus Journeys To Work
S12000028,2015,Ratio,Percent Of Journeys,5.4,% Bus Journeys To Work
S12000028,1999,Ratio,Percent Of Journeys,7.1,% Bus Journeys To Work
S12000028,2018,Ratio,Percent Of Journeys,1,% Bus Journeys To Work
S12000028,2019,Ratio,Percent Of Journeys,4,% Bus Journeys To Work
S12000028,2019,Ratio,Percent Of Journeys,25,% Shopping Journeys
S12000028,2017,Ratio,Percent Of Journeys,6.4,% Bus Journeys To Work
S12000028,2016,Ratio,Percent Of Journeys,11.9,% Bus Journeys To Work
S12000028,2003,Ratio,Percent Of Journeys,5.7,% Bus Journeys To Work
S12000028,2017,Ratio,Percent Of Journeys,49.7,% Child Journeys To School By Walking/Cycling
S12000028,2013,Ratio,Percent Of Journeys,9.6,% Bus Journeys To Work
S12000028,2005,Ratio,Percent Of Journeys,8.7,% Bus Journeys To Work
S12000028,2014,Ratio,Percent Of Journeys,2.7,% Bus Journeys To Work
S12000028,2001,Ratio,Percent Of Journeys,9.3,% Bus Journeys To Work
S12000028,2007,Ratio,Percent Of Journeys,15.5,% Bus Journeys To Work
S12000028,2005,Ratio,Percent Of Journeys,4,% Business Journeys
S12000028,2009,Ratio,Percent Of Journeys,1.8,% Business Journeys
S12000028,2007,Ratio,Percent Of Journeys,1.4,% Business Journeys
S12000028,2016,Ratio,Percent Of Journeys,3.5,% Business Journeys
S12000028,2012,Ratio,Percent Of Journeys,1.3,% Business Journeys
S12000028,2001,Ratio,Percent Of Journeys,2.6,% Health Journeys
S12000028,1999,Ratio,Percent Of Journeys,3,% Health Journeys
S12000028,2001,Ratio,Percent Of Journeys,5.1,% Business Journeys
S12000028,2003,Ratio,Percent Of Journeys,4.4,% Business Journeys
S12000028,2007,Ratio,Percent Of Journeys,2.2,% Health Journeys
S12000028,2014,Ratio,Percent Of Journeys,2.2,% Health Journeys
S12000028,2005,Ratio,Percent Of Journeys,2,% Health Journeys
S12000028,2009,Ratio,Percent Of Journeys,2.3,% Health Journeys
S12000028,1999,Ratio,Percent Of Journeys,4.9,% Business Journeys
S12000028,2013,Ratio,Percent Of Journeys,3,% Business Journeys
S12000028,2016,Ratio,Percent Of Journeys,1.1,% Health Journeys
S12000028,2015,Ratio,Percent Of Journeys,1.4,% Business Journeys
S12000028,2007,Ratio,Percent Of Journeys,1.9,% Education Journeys
S12000028,2015,Ratio,Percent Of Journeys,4.8,% Education Journeys
S12000028,2001,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000028,2019,Ratio,Percent Of Journeys,3,% Education Journeys
S12000028,2017,Ratio,Percent Of Journeys,24.7,% Commuting Journeys
S12000028,2016,Ratio,Percent Of Journeys,19.8,% Shopping Journeys
S12000028,2017,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000028,2015,Ratio,Percent Of Journeys,2.7,% Cycling Journeys To Work
S12000028,2018,Ratio,Percent Of Journeys,5,% Education Journeys
S12000028,2014,Ratio,Percent Of Journeys,21.4,% Commuting Journeys
S12000028,2017,Ratio,Percent Of Journeys,6,% Education Journeys
S12000028,2018,Ratio,Percent Of Journeys,27,% Shopping Journeys
S12000028,2003,Ratio,Percent Of Journeys,2.2,% Cycling Journeys To Work
S12000028,1999,Ratio,Percent Of Journeys,3.2,% Cycling Journeys To Work
S12000028,2018,Ratio,Percent Of Journeys,0,% Cycling Journeys To Work
S12000028,2015,Ratio,Percent Of Journeys,19.6,% Shopping Journeys
S12000028,2003,Ratio,Percent Of Journeys,2.3,% Education Journeys
S12000028,2001,Ratio,Percent Of Journeys,3.1,% Education Journeys
S12000028,2005,Ratio,Percent Of Journeys,3.2,% Cycling Journeys To Work
S12000028,2009,Ratio,Percent Of Journeys,2,% Cycling Journeys To Work
S12000028,2007,Ratio,Percent Of Journeys,2.4,% Cycling Journeys To Work
S12000028,2005,Ratio,Percent Of Journeys,2,% Education Journeys
S12000028,2016,Ratio,Percent Of Journeys,5.7,% Education Journeys
S12000028,2009,Ratio,Percent Of Journeys,3.1,% Education Journeys
S12000028,2013,Ratio,Percent Of Journeys,8,% Education Journeys
S12000028,1999,Ratio,Percent Of Journeys,2.2,% Education Journeys
S12000028,2012,Ratio,Percent Of Journeys,8.1,% Education Journeys
S12000028,2014,Ratio,Percent Of Journeys,7.2,% Education Journeys
S12000028,2001,Ratio,Percent Of Journeys,0.9,% Train Journeys To Work
S12000028,2015,Ratio,Percent Of Journeys,3.2,% Train Journeys To Work
S12000028,2003,Ratio,Percent Of Journeys,3.3,% Train Journeys To Work
S12000028,2005,Ratio,Percent Of Journeys,5.5,% Train Journeys To Work
S12000028,1999,Ratio,Percent Of Journeys,22.3,% Shopping Journeys
S12000028,2001,Ratio,Percent Of Journeys,24.4,% Shopping Journeys
S12000028,1999,Ratio,Percent Of Journeys,0.8,% Train Journeys To Work
S12000028,2005,Ratio,Percent Of Journeys,27,% Shopping Journeys
S12000028,2003,Ratio,Percent Of Journeys,23.4,% Shopping Journeys
S12000028,1999,Ratio,Percent Of Journeys,51.3,% Child Journeys To School By Walking/Cycling
S12000028,2016,Ratio,Percent Of Journeys,53.6,% Child Journeys To School By Walking/Cycling
S12000028,2019,Ratio,Percent Of Journeys,7,% Walking Journeys To Work
S12000028,2007,Ratio,Percent Of Journeys,25.3,% Shopping Journeys
S12000028,2009,Ratio,Percent Of Journeys,22,% Shopping Journeys
S12000028,2012,Ratio,Percent Of Journeys,21.7,% Shopping Journeys
S12000028,2013,Ratio,Percent Of Journeys,22.9,% Shopping Journeys
S12000028,2012,Ratio,Percent Of Journeys,5.2,% Train Journeys To Work
S12000028,2013,Ratio,Percent Of Journeys,4.6,% Train Journeys To Work
S12000028,2019,Ratio,Percent Of Journeys,2,% Train Journeys To Work
S12000028,2017,Ratio,Percent Of Journeys,6.1,% Train Journeys To Work
S12000028,2014,Ratio,Percent Of Journeys,21.9,% Shopping Journeys
S12000028,2009,Ratio,Percent Of Journeys,3.8,% Train Journeys To Work
S12000028,2007,Ratio,Percent Of Journeys,5.1,% Train Journeys To Work
S12000028,2018,Ratio,Percent Of Journeys,2,% Train Journeys To Work
S12000028,2016,Ratio,Percent Of Journeys,3.7,% Train Journeys To Work
S12000028,2013,Ratio,Percent Of Journeys,24.1,% Commuting Journeys
S12000028,2014,Ratio,Percent Of Journeys,0,% Train Journeys To Work
S12000029,2017,Ratio,Percent Of Journeys,33.5,% Commuting Journeys
S12000029,2007,Ratio,Percent Of Journeys,22.3,% Commuting Journeys
S12000029,1999,Ratio,Percent Of Journeys,22.9,% Commuting Journeys
